IFPA - Tucuruí - Campus,PA,-3.8176552,-49.66446863358173
UEPA - Castanhal - Campus,PA,-2.98559785,-47.35913225
UFRA - Capanema - Campus,PA,-1.1912226,-47.1610996
UFRA - Parauapebas - Campus,PA,-6.0734358,-49.81854058158038
UFPA - Tucuruí - Campus,PA,-3.82993725,-49.663777228614364
UFPA - Cametá - Campus,PA,-2.24665555,-49.504720429884735
UFPA - Capanema - Campus II,PA,-1.1914374,-47.173749
UFPA - Capanema - Campus I,PA,-1.1914374,-47.173749
IFPA - Ananindeua - Campus,PA,-1.3468752,-48.4069589
IFPA - Altamira - Campus,PA,-3.1896946,-52.181757289470724
UFPA - Altamira - Campus,PA,-3.2119449500000004,-52.21271961390102
IFRO - Cacoal,RO,-11.46687645,-61.397272981009976
CENSIPAM - RO,RO,-8.7097054,-63.8963047
IFRO - Calama,RO,-8.74487825,-63.87191381319742
IFRO - Vilhena,RO,-12.704623699999999,-60.118518897264224
UNIR - Campus BR,RO,-11.4136967,-61.45462192562456
UNIR - Centro,RO,-8.7635151,-63.90655463900647
UNIR - Ji-Paraná,RO,-12.753366549999999,-60.141931662859974
UNIR - Vilhena,RO,-12.753366549999999,-60.141931662859974
UNIR - Cacoal,RO,-11.4136967,-61.45462192562456
UNIR - Medici,RO,-11.17565485,-61.88888311128571
IFRO - Ji-Paraná,RO,-10.8820436,-61.96909408703813
IFRO - Ariquemes,RO,-9.95393915,-62.94843880494297
IFRR-Novo-Paraíso,RR,1.25085,-60.4845096
IFRR-Amajari,RR,3.6323238,-61.4107806
UFRR - Paricarana,RR,2.8329953,-60.69515560422522
IFRR - BoaVista,RR,2.81436055,-60.694878244317536
INPA,RR,13.3130749,12.6136611
IFTO-Palmas,TO,-10.1978015,-48.3109141
PoP-TO,TO,35.7117658,139.6272163
UFT - Palmas,TO,-10.1783763,-48.3597189
ETSUS,TO,-26.896322599999998,-49.07401068042008
IFTO-Paraiso,TO,-10.2685319,-48.8877535
IPEM,TO,-31.41481005,-64.52452944475114
UFT-Porto Nacional,TO,-10.1783763,-48.3597189
IFTO-Porto Nacional,TO,-10.1996026,-48.31026267348872
IFTO-Araguatins,TO,-5.6462435499999994,-48.071884441168415
IFTO - Araguaina,TO,-7.1816792,-48.19380094237567
IFAL - Satuba,AL,-9.5747563,-35.821513585490436
UFAL - Arapiraca,AL,-9.69888215,-36.68723123931359
IFAL - Palmeira dos Índios,AL,-9.40603265,-36.65551340735764
IFAL - Arapiraca,AL,-9.40603265,-36.65551340735764
UFAL - Penedo,AL,-10.29725605,-36.57872841986223
UFAL - Delmiro Gouveia,AL,-9.34974565,-37.987597876496835
IFAL - Piranhas,AL,-9.6216539,-37.765808
IFAL - Penedo,AL,-10.2869432,-36.5446142
UFBA - Residencia V,BA,-12.993874949999999,-38.526663546413786
UNIFACS Tancredo Neves,BA,-12.9817128,-38.451301013651985
IFBA-Seabra,BA,-12.4159603,-41.7702441
UFOB-Bom Jesus da Lapa,BA,-13.259344850000002,-43.414221976023626
UFBA - Reitoria,BA,-12.9923846,-38.5211918
IFBA - Reitoria,BA,-12.99316675,-38.52276567045483
FIOCRUZ (BA),BA,-25.494401449999998,-49.3325797
IRDEB,BA,-12.9969132,-38.4998814
UFBA - MAE,BA,-14.877480850000001,-40.81206948160211
IFBA - Barbalho,BA,-12.96213645,-38.50024690537839
UFBA - CAPS,BA,-12.9919781,-38.5173755
UCSAL - Pituacu,BA,-12.9470788,-38.4134366
IBAMETRO,BA,-13.0078951,-38.4621817
UFOB-Barreiras,BA,-12.15050475,-45.00310723069211
IFBA - Lauro,BA,-12.89171485,-38.35463678461538
UNIVASF-Paulo Afonso,BA,-9.382795049999999,-38.22353402520569
UEFS-Lencois,BA,-12.56185275,-41.38977540446459
UEFS-Horto Florestal,BA,-12.2686177,-38.938980849235804
UNEB - Cabula,BA,-12.95183075,-38.45976335104265
UNIFACS - Paralela,BA,-12.961025249999999,-38.43180211847502
UESC,BA,-14.796486699999999,-39.17324934480426
UCSAL - Federacao,BA,-13.00398965,-38.500574540705045
IFBA-Irece,BA,-11.3272582,-41.8649402
UEFS,BA,-12.201148,-38.97083106231155
IFBA-Brumado,BA,-14.1883786,-41.67365125114044
IFBA-Ilheus,BA,-16.4332211,-39.0958722
UniFTC - Paralela,BA,-14.7876294,-39.27504813274445
UFBA - Residencia I,BA,-12.993874949999999,-38.526663546413786
UNIFACS - Rio Vermelho,BA,-13.0011091,-38.501752457922706
LACEN - Bahia,BA,-14.20368645,-41.67559794745188
UFBA - Residencia II,BA,-12.993874949999999,-38.526663546413786
CITEX - 19BC,BA,-15.7763417,-47.928713477276055
UFOB-Santa Maria da Vitoria,BA,-13.390947449999999,-44.193851612506236
